id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores,home_post_win_prob,away_id,away_team,away_conference,away_points,away_line_scores,away_post_win_prob,excitement_index
401114154,2019,2,regular,2019-09-07T02:00:00.000Z,,FALSE,FALSE,42286,3947,Sun Devil Stadium,9,Arizona State,Pac-12,19,"[0, 3, 6, 10]",0.954405685,16,Sacramento State,,7,"[0, 0, 0, 7]",0.045594315,1.248202029
401112445,2019,2,regular,2019-09-07T15:00:00.000Z,,FALSE,FALSE,42168,3752,Heinz Field,221,Pittsburgh,ACC,20,"[3, 14, 3, 0]",0.893698897,195,Ohio,Mid-American,10,"[0, 3, 7, 0]",0.106301103,3.668725566
401117862,2019,2,regular,2019-09-07T16:00:00.000Z,,FALSE,FALSE,34487,3805,Liberty Bowl Memorial Stadium,235,Memphis,American Athletic,55,"[17, 10, 21, 7]",0.999474779,2582,Southern,,24,"[7, 10, 7, 0]",0.000525221,0.377627444
401119261,2019,2,regular,2019-09-07T16:00:00.000Z,,FALSE,FALSE,18679,3696,Dix Stadium,2309,Kent State,Mid-American,26,"[3, 7, 7, 6, 3]",0.227060642,338,Kennesaw State,,23,"[3, 13, 0, 7, 0]",0.772939358,9.591739237
401114254,2019,2,regular,2019-09-07T16:00:00.000Z,,FALSE,FALSE,18972,3768,Summa Field at InfoCision Stadium,2006,Akron,Mid-American,20,"[6, 0, 0, 14]",0.716176308,5,UAB,Conference USA,31,"[7, 10, 14, 0]",0.283823692,3.291250238
401110782,2019,2,regular,2019-09-07T16:00:00.000Z,,FALSE,FALSE,70698,3994,Williams-Brice Stadium,2579,South Carolina,SEC,72,"[21, 23, 7, 21]",0.999994803,2127,Charleston Southern,,10,"[3, 0, 0, 7]",5.20E-06,0.083589985
401110781,2019,2,regular,2019-09-07T16:00:00.000Z,,FALSE,FALSE,51215,3838,Faurot Field,142,Missouri,SEC,38,"[10, 21, 0, 7]",0.999989419,277,West Virginia,Big 12,7,"[0, 0, 0, 7]",1.06E-05,1.098040573
401112446,2019,2,regular,2019-09-07T16:00:00.000Z,,FALSE,FALSE,57282,3799,Lane Stadium,259,Virginia Tech,ACC,31,"[10, 7, 7, 7]",0.994439149,295,Old Dominion,Conference USA,17,"[3, 0, 7, 7]",0.005560851,0.673161552
401112223,2019,2,regular,2019-09-07T16:00:00.000Z,,FALSE,FALSE,111747,3558,Michigan Stadium,130,Michigan,Big Ten,24,"[7, 0, 7, 0, 7, 3]",0.960140433,349,Army,FBS Independents,21,"[7, 7, 0, 0, 7, 0]",0.039859567,7.65488039
401112107,2019,2,regular,2019-09-07T16:00:00.000Z,,FALSE,FALSE,46075,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,52,"[17, 21, 7, 7]",0.999995494,189,Bowling Green,Mid-American,0,"[0, 0, 0, 0]",4.51E-06,0.221714864
401112252,2019,2,regular,2019-09-07T16:00:00.000Z,,FALSE,FALSE,104089,3861,Ohio Stadium,194,Ohio State,Big Ten,42,"[7, 21, 7, 7]",0.999988015,2132,Cincinnati,American Athletic,0,"[0, 0, 0, 0]",1.20E-05,0.947948246
401112202,2019,2,regular,2019-09-07T16:00:00.000Z,,FALSE,FALSE,33493,3665,Maryland Stadium,120,Maryland,Big Ten,63,"[21, 21, 7, 14]",0.999923229,183,Syracuse,ACC,20,"[7, 6, 7, 0]",7.68E-05,1.738286007
401112192,2019,2,regular,2019-09-07T16:00:00.000Z,,FALSE,TRUE,61808,3793,Kinnick Stadium,2294,Iowa,Big Ten,30,"[7, 13, 7, 3]",0.999979308,164,Rutgers,Big Ten,0,"[0, 0, 0, 0]",2.07E-05,0.989538233
401110785,2019,2,regular,2019-09-07T16:00:00.000Z,,FALSE,FALSE,50506,3907,Ross-Ade Stadium,2509,Purdue,Big Ten,42,"[7, 7, 14, 14]",0.99295478,238,Vanderbilt,SEC,24,"[7, 3, 0, 14]",0.00704522,4.185378676
